,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.6095846891403198,0.005330867471602246,0.033363723754882814,0.002864203767470667,entropy,sqrt,100,"{'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': 100}",0.9525423728813559,0.9491525423728814,0.9310734463276836,0.9491525423728814,0.9638009049773756,0.9423076923076923,0.9366515837104072,0.9524886877828054,0.9547511312217195,0.9411764705882353,0.9473097374543038,0.00910042645322295,1
